City,Normalized_Population_Formal,Population_Lower_Formal,Population_Upper_Formal,Normalized_Population_Informal,Population_Lower_Informal,Population_Upper_Informal,Normalized_Population_Ratio,Population_upper_ratio,Population_lower_ratio
Accra,0.3925028771477568,0.2902305485665448,0.5068794905040671,0.545196302620007,0.4092684328704907,0.6421244508335805,0.719929455246737,1.2385013106165081,0.4519848888946356
Addis Ababa,0.8528481266758043,0.7953496317717228,0.8952834307209726,0.5839411281420618,0.4990427431332928,0.68263369060269,1.460503611707108,1.7940015019552047,1.1651192179945251
Arusha,0.8713920178012112,0.7358914700143667,0.9457951953153442,0.766757305932427,0.6164192658743285,0.8575189755676623,1.136463925494054,1.534337499938178,0.8581634820701427
Bamako,0.7108709081667186,0.578057988514963,0.8201052103834665,0.7499695149824259,0.6624545661419123,0.8008369911133726,0.9478664051876515,1.2379795570882697,0.7218172923197659
Beira,0.2391392197355383,0.1520708584167893,0.3594729284423313,0.2870497744130698,0.2258343859013689,0.3540120202217647,0.8330932160615904,1.5917546258846862,0.429564110059108
Gombe,0.4800429482371288,0.3660988695851355,0.5280011867397849,0.313169033141048,0.2211114426425574,0.4708966635051327,1.5328557342415223,2.3879414852054355,0.7774505490441749
Ibadan,0.5461809706996608,0.4250227421376092,0.65783074291162,0.6887717250182485,0.577323337170596,0.7422863101466913,0.7929782115913514,1.1394494221134084,0.5725859905103406
Johannesburg,0.187918155879843,0.1153465798409928,0.2712900317821033,0.2646725542567337,0.1550734454908479,0.3668112881012543,0.7100024269896963,1.74942931669184,0.31445755237813894
Kampala,0.5282673708737934,0.3776306205410003,0.676044616908424,0.84129664764132,0.6762963712297269,0.9146785880785656,0.6279204515492327,0.9996277455683444,0.412856084599374
Khartoum,0.896121608963434,0.8297166871446876,0.9345679676525686,0.6213658329361573,0.4963218151587629,0.7327339381320901,1.442180373402518,1.8829878903340567,1.132357386447568
Kigali,0.6834055346166987,0.4893543596300796,0.7939261380410979,0.7303985873659241,0.5656808681891926,0.8576243576250491,0.9356610848349269,1.403487695425415,0.5705928886922123
Kinsasha,0.1919604943146742,0.1082780713180146,0.2676173621642594,0.661325922947764,0.5149372843422174,0.7513024002334511,0.29026609672132353,0.5197086524937007,0.14412049167468322
Lagos,0.2737056919604234,0.2086207450466209,0.3543794669618135,0.6197586923483523,0.5000358476648726,0.701301830091888,0.4416326795245328,0.7087081228610653,0.2974764018786125
Luanda,0.3852088258491462,0.3196565277363065,0.4538111240245152,0.4095230572236165,0.3020877874569307,0.4891051654906571,0.9406279305997812,1.502249156925008,0.6535537759361746
Lubumbashi,0.4597989840209244,0.3027331173638454,0.5680444287662435,0.2264090996388247,0.1337524017482163,0.3275623120160753,2.0308326156254806,4.246984886563496,0.9242000873073232
Nakuru,0.27844883884188,0.0797770549002398,0.4185861322886199,0.6516796624280766,0.4284072401360912,0.7641420911435675,0.4272786997900388,0.9770752990907636,0.10440081213279383
Oyo,0.5377160052223465,0.4328626403524209,0.7100724810336856,0.8428522700380132,0.6765377306413073,0.943742138304466,0.6379718301026764,1.0495681894350368,0.4586662211884542
Port-Elizabeth,0.3647610181718609,0.2213056554657669,0.4575085500703336,0.2745137095157358,0.1956235902378362,0.3288269102186588,1.3287533756158432,2.338718707258678,0.6730156461908975
