City,Normalized_Population_file1,Population_Lower_file1,Population_Upper_file1,Normalized_Population_file2,Population_Lower_file2,Population_Upper_file2,Normalized_Population_Ratio,Population_upper_ratio,Population_lower_ratio
Accra,0.9042938722253618,0.7395553232478147,0.9705699600822892,0.9060622391317018,0.805840474721162,0.9590881098697678,0.9980482942231048,1.204419473243916,0.7711025875904531
Addis Abeba,0.9905946692097192,0.9866972963424916,0.990797661975112,0.8863527811574925,0.8436457759216199,0.8933284167260948,1.117607673003628,1.1744237809911864,1.1045179777875855
Bamako,0.9976717329829768,0.9932589593012818,0.998370023161202,0.976374215471616,0.9477821016445352,0.99104192678611,1.0218128635249484,1.0533750546975826,1.0022370723732763
Beira,0.9842135550359828,0.9796397416839157,0.9941706451739368,0.9564598935796216,0.9067523914784292,0.9782081637803312,1.0290170676707533,1.0964080762477781,1.0014634695932736
Gombe,0.8314024956481709,0.8231596580565637,0.8428232576811279,0.897612571445851,0.8628066091425262,0.9040487413102988,0.9262375796597516,0.9768391302875413,0.9105257498213015
Ibadan,0.9961249682994964,0.959680161488493,0.9979676498384664,0.9947614060403835,0.9754568996724112,0.9987684475035123,1.001370743025245,1.023077134595711,0.9608635153496057
Johannesburg,0.9661753313909488,0.9325807206287068,0.985086312017804,0.9834238623405384,0.9726011473865346,0.9849157947523344,0.9824607357924606,1.0128368804260803,0.9468634025340332
Kampala,0.9942161987801578,0.9711511837184054,0.9958997207048348,0.9961521291341652,0.9802223851722734,0.9968887402831388,0.998056591661667,1.0159936518179047,0.9741821172968376
Khartoum,0.9573971972189126,0.9192275942219768,0.994604559126326,0.6213658329361573,0.4963218151587629,0.7327339381320901,1.540794724252695,2.003950922060867,1.2545175627667835
Kigali,0.9977877253527472,0.99164874504932,0.9989982899532414,0.9885929239369968,0.9630319962606964,0.997435977306254,1.0093008974605369,1.037346935337763,0.9941978910039285
Kinshasa,0.9957479602717856,0.9957131916895058,0.995996032929197,0.9988343369323832,0.9984705092769643,0.9988816837552392,0.996910021465545,0.997521733166101,0.9968279605910665
Lagos,0.9716608743192342,0.933500131062056,0.9911668615464112,0.9817624690576362,0.966216619972698,0.9899211688284546,0.989710754834519,1.025822616852128,0.9430045143562579
Luanda,0.4974823805849311,0.4279866481471545,0.5545965511439787,0.4440471235248916,0.3429984978280031,0.5204959260905689,1.120336906218117,1.6169066472765765,0.8222670470482849
Lubumbashi,0.9966650631530524,0.9954923504631416,0.9971493726476072,0.9979032976480108,0.9912091264661524,0.9986744369740328,0.9987591638409484,1.005992929264718,0.9968136898341636
Nakuru,0.9999999999898962,0.9631107500392696,0.9999999999898962,0.999996460330535,0.9929331011234482,1.0,1.0000035396718905,1.0071171953663869,0.9631107500392696
Ndola,0.8858758010081021,0.7714227337913692,0.950633576080818,0.7240164835671519,0.4882265732815122,0.8639229552472087,1.2235575033367843,1.9471155977671073,0.8929300108371689
Oyo,0.9977049839091164,0.9918644638200884,0.9996906832137396,0.9710554627294438,0.9486460734806688,0.9758196327227812,1.027443871336418,1.0538078543305234,1.0164424147242643
Port-Elizabeth,0.9628532433140672,0.9329405380252328,0.9806607566742416,0.9975544324918626,0.9969679426244438,0.9977947523399692,0.9652137386717707,0.9836432193523948,0.9350024499901968
Arusha,0.9994999928322956,0.9961120582903108,0.999840915853144,0.9969655094339333,0.9560219153281088,0.9993473271252772,1.0025421976732187,1.0458347238933288,0.9967626182137566
