City,Normalized_Population_file1,Population_Lower_file1,Population_Upper_file1,Normalized_Population_file2,Population_Lower_file2,Population_Upper_file2,Normalized_Population_Ratio,Population_upper_ratio,Population_lower_ratio
Arusha,0.2308285326356304,0.1647063939102034,0.3064796461401295,0.1333651762332368,0.0825895661024193,0.1869720175531726,1.7308006419302744,3.7108760900870235,0.8809146741081877
Johannesburg,0.0144089015046781,0.0076214479905574,0.0225748687622353,0.0045996989315784,0.001440102999298,0.0108570941361485,3.1325749182748455,15.675870943425409,0.7019786229154932
Kampala,0.0717905069444848,0.0443451764993341,0.1038691497745534,0.1085712033798006,0.073538114398684,0.1510063273704099,0.661229724914712,1.4124532648665817,0.29366436010696373
Kigali,0.1353402245487588,0.0763867402362746,0.2058729618757011,0.0567915349302118,0.0375735730860009,0.0796850978411432,2.3831055933788625,5.479195747619885,0.9586075979796869
Kinsasha,0.0104997428543804,0.0065051856534969,0.0133076846170194,0.0668568921548038,0.0407907032229729,0.1005471984989161,0.15704802475814714,0.3262430790730925,0.0646978309750423
Lagos,0.0510813287489156,0.033271884079244,0.0813148447031149,0.0839855450517811,0.051589806429839,0.1199101128307276,0.6082157199482544,1.5761804575425438,0.2774735449228758
Luanda,0.1125968812267863,0.075525788573441,0.1513606360031262,0.0387875492754007,0.0251887483495595,0.0582924387257425,2.9029130050811416,6.00905745305813,1.2956361103500733
Lubumbashi,0.0698432300112937,0.0469652418427756,0.1045194448371309,0.0034298458070197,0.0011335795245306,0.0076478134432227,20.36337314883046,92.20301053021488,6.14100254817212
Nakuru,0.0096493316271285,0.0048675946034652,0.0110026607400725,6.620082550975651e-05,2.4004881848051903e-05,6.62008255097565e-05,145.75847888341522,458.35096417962217,73.52770250195486
Accra,0.0571880662461479,0.0306647940357227,0.0819803540600825,0.0472834755770295,0.0290978412186996,0.0691264503124654,1.2094725598794622,2.8174033064486648,0.44360434966806034
Addis Abeba,0.3919022762181586,0.2892907117151826,0.4936111432603885,0.1636041026538142,0.1237710446504126,0.1906284837116729,2.3954306148875903,3.988098708018322,1.5175628850551899
Bamako,0.1916599940956108,0.1486175781680952,0.2322399154477452,0.1323687177607872,0.0887832714526192,0.1836514620451163,1.4479251392460644,2.6158071407819685,0.8092371087771979
Beira,0.0722149343077369,0.0587263997224217,0.0812575925871791,0.0217610885338513,0.0126630721329255,0.0325653482054197,3.3185350170052463,6.416894078641443,1.8033401440076766
Gombe,0.0864654155942249,0.0427158552255216,0.1379193864006962,0.0607457169425534,0.0406503427525173,0.0822760204217334,1.4233993760579753,3.392822226379763,0.5191774590769841
Ibadan,0.0846417534968507,0.0447127253792301,0.1250310629752514,0.0557932673169487,0.0348510574897224,0.0834207153854177,1.5170603473716713,3.5875830457116877,0.5359906729719328
Khartoum,0.4955469689614143,0.3912071644798252,0.6136617590487415,0.101211886778431,0.0689916071574751,0.1338247624863713,4.896134087948047,8.894730595970072,2.9232793483916377
Oyo,0.2624594299843153,0.1794199820259957,0.3229455253738931,0.1629108423072108,0.1104653560845545,0.2171579916038805,1.6110617701514287,2.923500514737833,0.8262186470819689
Port-Elizabeth,0.0353650499424565,0.0167371722762985,0.0537913497656144,0.0238508504057154,0.0102096455027393,0.0343689726454702,1.4827584484778766,5.268679480710854,0.48698494566448564
