City,Normalized_Population_file1,Population_Lower_file1,Population_Upper_file1,Normalized_Population_file2,Population_Lower_file2,Population_Upper_file2,Normalized_Population_Ratio,Population_upper_ratio,Population_lower_ratio
Accra,0.36417111248123,0.251620615079729,0.4833888495337412,0.5530932779233401,0.4188051582429213,0.6602169485776931,0.6584262131128358,1.1542093979018262,0.3811180788705832
Addis Abeba,0.9651360540483198,0.9532396495513064,0.977178916300658,0.7218474325329685,0.658229059355524,0.7683266312419748,1.3370360696049712,1.4845575448422463,1.2406698021262466
Bamako,0.9783220614651496,0.9609060945025992,0.9857786983430392,0.8585893264607581,0.8017961703844749,0.901997705011822,1.1394528575121576,1.2294629667167674,1.0653088019664143
Beira,0.9277484137024248,0.7988885515557409,0.960566006015321,0.6623165240283208,0.4976774440701988,0.7831674715883583,1.4007628981679372,1.9300975309619024,1.0200737141642238
Gombe,0.5993744645028959,0.5333563086223347,0.7259578402433468,0.6971926985405095,0.5944843929931104,0.7738825244770589,0.8596969901687375,1.2211554227492731,0.689195442141226
Ibadan,0.8189023847521772,0.7076486796768954,0.9007845977417034,0.8933816373895672,0.805188199411158,0.9358231956986992,0.9166322101100981,1.11872553323615,0.756177751234895
Johannesburg,0.7947906016404204,0.7064934673053044,0.8541122220656647,0.8001393210303,0.6631417016515773,0.8971833974551805,0.993315264917874,1.2879784515714647,0.787457134527055
Kampala,0.7789608338717491,0.6411503998418564,0.8823252416672386,0.8401646962530634,0.7061126556522574,0.915699019229588,0.9271525420500657,1.2495530771250776,0.7001759162975629
Khartoum,0.7972020519427669,0.7464825741855784,0.8461548855989985,0.273822699126954,0.2018128201936581,0.3507311228567064,2.91138044612275,4.192770730754541,2.1283613729670607
Kigali,0.8638697824504085,0.7308632037916718,0.944327725600117,0.7536362715083674,0.617035301586981,0.864882127501953,1.1462688502524088,1.5304273891159188,0.8450437123757323
Kinshasa,0.9943590210012936,0.973107189646991,0.995130635056826,0.9952179618497128,0.9896148736549312,0.9970799056923616,0.99913693192713,1.0055736444032248,0.9759570763501405
Lagos,0.7405806799291054,0.5579314657968505,0.8466055952946793,0.8752784424226576,0.7752734978464373,0.9297447231187268,0.8461086712923875,1.0920089460640523,0.6000910270566855
Luanda,0.2926531988384951,0.2318536185453334,0.3378499279516626,0.1988154107573877,0.1318296714483675,0.2455397645266819,1.4719844790885785,2.5627760749140998,0.9442609794477453
Nakuru,0.8241010067888062,0.7869972767171131,0.8513895104802437,0.9291198153537716,0.8779844657996959,0.9491022643469564,0.8869695739671869,0.9697090821587274,0.8292017691672224
Ndola,0.4896096083047118,0.3353401531501435,0.6047741001633324,0.2242861867370374,0.1568056941641426,0.2914021269963273,2.1829681775220102,3.85683761924016,1.1507814188136314
Oyo,0.9417005928390256,0.8822377877754054,0.9477567368781284,0.7332734638502517,0.625875742243303,0.8217348628953176,1.2842420178337979,1.5142889760851241,1.0736282803761186
Port-Elizabeth,0.8410647819382053,0.758002949965478,0.885365038369902,0.8715521766546099,0.7668926357016836,0.9372913897278417,0.9650194267961922,1.1544836880064961,0.8087164336221812
Arusha,0.9642513111868924,0.8876496584773886,0.985674986807373,0.7301575130734902,0.6060944138379571,0.8170675072799037,1.320607257916198,1.6262730101170326,1.0863847241122826
