City,Normalized_Population_file1,Population_Lower_file1,Population_Upper_file1,Normalized_Population_file2,Population_Lower_file2,Population_Upper_file2,Normalized_Population_Ratio,Population_upper_ratio,Population_lower_ratio
Arusha,0.633877832195476,0.4767946072506254,0.7677192397810267,0.354080591038894,0.2789463531727316,0.4446671657899082,1.7902077895194421,2.7522110651349254,1.0722505368788493
Johannesburg,0.0809658591062625,0.0459980226801609,0.1274417491057173,0.0468245335713675,0.0297025065806101,0.0789004697885995,1.7291332754625004,4.290605870580354,0.5829879442214329
Kampala,0.2991380907484195,0.1932963606686238,0.4030058492351354,0.3465649736278909,0.2373712159356996,0.4565233310857289,0.8631515401484458,1.6977873565946757,0.42340959926169763
Kigali,0.3972210978329388,0.2949056940196591,0.5177012907714691,0.2486304587431947,0.14889547963221,0.3532328154566926,1.5976365077748593,3.476944310534171,0.8348762660637215
Kinsasha,0.0696504907818957,0.0415659801131835,0.1193286044463043,0.2693908961545462,0.1836995428465825,0.3485966580041323,0.25854804960423783,0.6495857452729871,0.11923803386746976
Lagos,0.1753314380985209,0.1224878982816633,0.2202605626050659,0.2595924833587406,0.1899631224438611,0.3402846990675272,0.6754103039887477,1.159491167398338,0.35995711419676973
Luanda,0.2855946328838465,0.2259288728930742,0.3310315452672269,0.1656675856663996,0.1102661211573306,0.2090293806356195,1.7239017019233973,3.0021147183993384,1.0808474493206002
Lubumbashi,0.230177567691913,0.142848142047769,0.3307192565001705,0.0369716962979039,0.0196956942075311,0.0640017546523902,6.2257778446850125,16.791449593775294,2.231941027611095
Nakuru,0.0421586388469448,0.028849452542244,0.0919379247202888,0.0102923126752663,0.0014773815030034,0.0499693243140631,4.096128846557219,62.23032069467924,0.5773432588546082
Accra,0.240014073703818,0.1513417648444632,0.3062032880787179,0.1886343288964464,0.1258945940504738,0.2557638070465525,1.272377488805748,2.4322195117921788,0.5917247111391212
Addis Abeba,0.7455538391971971,0.646689644314591,0.8061084216627314,0.2962672061976377,0.2438116140041192,0.3479015848948535,2.51649127409614,3.306275728313387,1.8588292562968356
Bamako,0.4839133932222604,0.3252214660284896,0.5984575314902014,0.3940939868182967,0.2914452784426427,0.5011501523698103,1.2279136688410737,2.05341302726913,0.6489501489535638
Beira,0.1216103544373928,0.0990401999498491,0.1651227271467512,0.0998100024442636,0.0615711442680552,0.1404394733643634,1.218418509761114,2.681820016660327,0.70521625848663
Gombe,0.2678280675320598,0.2196257297473295,0.4076348578995549,0.1355484370382478,0.1149769821060083,0.1529611829101366,1.9758845869723054,3.545360562027252,1.4358265644190118
Ibadan,0.3178984160372026,0.1999465197647371,0.4570696673751434,0.2511791018840688,0.1579094955681996,0.3656322808889494,1.265624463391576,2.8945040051612305,0.5468513865313366
Khartoum,0.7972020519427669,0.7464825741855784,0.8461548855989985,0.273822699126954,0.2018128201936581,0.3507311228567064,2.91138044612275,4.192770730754541,2.1283613729670607
Oyo,0.4133677673619068,0.3586837001309466,0.4428824960954619,0.440640660282588,0.3371744630667391,0.5288686299619298,0.9381062725732328,1.3135113853738067,0.6782094452392953
Port-Elizabeth,0.16094947342835,0.0999257129589756,0.2450949970911879,0.084679537515017,0.0646417689775304,0.113307274302094,1.900689093865296,3.791588642575412,0.8819002449265422
