City,Normalized_Population_file1,Population_Lower_file1,Population_Upper_file1,Normalized_Population_file2,Population_Lower_file2,Population_Upper_file2,Normalized_Population_Ratio,Population_upper_ratio,Population_lower_ratio
Arusha,0.9755338281896648,0.9178375711261548,0.9853544217758596,0.7667573059324269,0.6164192658743284,0.8575189755676622,1.2722850120134848,1.5985133436383336,1.0703408289228384
Johannesburg,0.3516024581312761,0.2335743966468267,0.462280436375405,0.2646725542567337,0.1550734454908479,0.3668112881012543,1.3284432120990526,2.9810418857475365,0.636769925636397
Kampala,0.771838566287392,0.6097724548217917,0.84775613998978,0.84129664764132,0.6762963712297269,0.9146785880785656,0.91743925100776,1.2535275598895845,0.6666521582217422
Kigali,0.8907709138716317,0.7490426665458918,0.9615479206814644,0.7303985873659241,0.5656808681891926,0.8576243576250491,1.2195682320307695,1.69980633030685,0.8733924822519687
Kinsasha,0.368856538228899,0.2364607917763437,0.5764647828457418,0.661325922947764,0.5149372843422174,0.7513024002334511,0.5577530313416034,1.1194854215734635,0.31473450863842384
Lagos,0.4203138452403683,0.3158447357402685,0.5135648169002328,0.6197586923483523,0.5000358476648726,0.701301830091888,0.6781895121918183,1.0270559986819732,0.4503691879698717
Luanda,0.494235572497333,0.4233734346106012,0.5506245514340034,0.4095230572236165,0.3020877874569307,0.4891051654906571,1.206856521945381,1.8227302601979798,0.8656081850738264
Lubumbashi,0.6385412414975641,0.524961868853304,0.729784990429095,0.2264090996388247,0.1337524017482163,0.3275623120160753,2.8202984885156392,5.456238399388797,1.6026320782213224
Nakuru,0.5197628284558556,0.3761582300533909,0.7827083584333002,0.6516796624280766,0.4284072401360912,0.7641420911435675,0.7975741125928106,1.8270194457606714,0.49226215178181837
Accra,0.59387500453515,0.4561696601012334,0.7328695081183434,0.545196302620007,0.4092684328704907,0.6421244508335805,1.089286559136978,1.790681736625051,0.7104069304774986
Addis Abeba,0.92155982582168,0.8775563410741879,0.9448187135541476,0.5839411281420618,0.4990427431332928,0.68263369060269,1.5781724927542387,1.8932621034062196,1.285545019466301
Bamako,0.9071645798873172,0.7650632600834646,0.9611175096343804,0.7499695149824259,0.6624545661419123,0.8008369911133726,1.2096019394982673,1.4508429087172867,0.9553295721515397
Beira,0.4732188565439796,0.3093162291272427,0.5523734423317613,0.2870497744130698,0.2258343859013689,0.3540120202217647,1.6485602802216774,2.4459226619856085,0.8737449901658054
Gombe,0.563650146095054,0.5102988366482395,0.584554082669136,0.313169033141048,0.2211114426425574,0.4708966635051327,1.7998272065462873,2.643707967724266,1.0836747766480561
Ibadan,0.707360882783845,0.6194714522599671,0.7750220813848504,0.6887717250182485,0.577323337170596,0.7422863101466913,1.026988851444365,1.3424402435958265,0.8345451664567902
Khartoum,0.9573971972189126,0.9192275942219768,0.994604559126326,0.6213658329361573,0.4963218151587629,0.7327339381320901,1.540794724252695,2.003950922060867,1.2545175627667835
Oyo,0.8990409267001778,0.6354161283991018,0.9888857060413476,0.8428522700380132,0.6765377306413073,0.943742138304466,1.066664893314733,1.4616859655468997,0.6732942215981741
Port-Elizabeth,0.5168678607738713,0.4225477067763891,0.5711403836038353,0.2745137095157358,0.1956235902378362,0.3288269102186588,1.882848990258693,2.9195884959960683,1.2850155922318194
